date,target_date,y_t,target,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,lag_31,lag_32,lag_33,lag_34,lag_35,lag_36,lag_37,lag_38,lag_39,lag_40,lag_41,lag_42,lag_43,lag_44,lag_45,lag_46,lag_47,lag_48,lag_49,lag_50,lag_51,lag_52,lag_53,lag_54,lag_55,lag_56,lag_57,lag_58,lag_59,delta_1,logret_1,sma_5,sma_10,sma_20,sma_60,std_5,std_10,std_20,std_60,ema_10,ema_20
2011-02-22,2011-05-19,3.9632,3.9205,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,3.9911,4.024,4.0376,4.033,4.0415,4.0078,3.9974,3.9968,3.9928,4.0205,4.0734,0.03370000000000006,0.008539588428865486,3.92446,3.9256899999999995,3.9131650000000002,3.941225,0.020884501430514717,0.018101847971961998,0.022816118754066295,0.05488020172764734,3.9250669046538924,3.9176906293751803
2011-02-23,2011-05-20,3.9575,3.9207,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,3.9911,4.024,4.0376,4.033,4.0415,4.0078,3.9974,3.9968,3.9928,4.0205,-0.005700000000000038,-0.0014392669799279112,3.9335,3.9315100000000003,3.9171549999999997,3.9392933333333335,0.023306565598583698,0.018037430526546182,0.023238900038505265,0.052166553354515345,3.9309638310804575,3.9214819980061155
2011-02-24,2011-05-23,3.9916,3.9437,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,3.9911,4.024,4.0376,4.033,4.0415,4.0078,3.9974,3.9968,3.9928,0.03410000000000002,0.00857964025499025,3.9504599999999996,3.93819,3.9216900000000003,3.938811666666667,0.028073090317970312,0.025244898494545934,0.027988781681231173,0.051544236960978464,3.9419885890658284,3.928159902957914
2011-02-25,2011-05-24,3.9757,3.9481,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,3.9911,4.024,4.0376,4.033,4.0415,4.0078,3.9974,3.9968,-0.015900000000000247,-0.003991319796689874,3.9635,3.94206,3.92492,3.9385266666666667,0.020642383583316833,0.027620398259255684,0.030218960935141457,0.05129159082042104,3.948117936508405,3.9326875312476366
2011-02-28,2011-05-25,3.9763,3.9511,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,3.9911,4.024,4.0376,4.033,4.0415,4.0078,3.9974,0.000600000000000378,0.00015090543288187597,3.97286,3.94632,3.92701,3.938185,0.011834965145732432,0.02924017099812963,0.03219043180821899,0.05096954589099207,3.953241948052331,3.9368410997002425
2011-03-01,2011-05-26,3.9612,3.9685,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,3.9911,4.024,4.0376,4.033,4.0415,4.0078,-0.015100000000000335,-0.003804728999201812,3.9724599999999994,3.94846,3.9294249999999997,3.9375816666666665,0.012183365709060307,0.029466903468125794,0.032846382981990344,0.05047691053563836,3.954688866588271,3.939160994966886
2011-03-02,2011-05-27,3.9776,3.9785,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,3.9911,4.024,4.0376,4.033,4.0415,0.01639999999999997,0.004131612669244333,3.97648,3.9549899999999996,3.93321,3.937078333333333,0.009633151094043375,0.027925201879302367,0.03380412548786859,0.04992173238069276,3.958854527208585,3.9428218525890872
2011-03-03,2011-05-30,3.9773,3.9726,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,3.9911,4.024,4.0376,4.033,-0.0002999999999997449,-7.542520965486688e-05,3.9736199999999995,3.9620399999999996,3.93621,3.9360083333333336,0.006247367445628136,0.023402145200808768,0.03490356572041824,0.04833493661134612,3.9622082495342967,3.946105485675841
2011-03-04,2011-05-31,3.9988,3.9569,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,3.9911,4.024,4.0376,0.021500000000000075,0.005391118986288523,3.9782399999999996,3.97087,3.940775,3.935438333333333,0.011984423223528745,0.018416951430670153,0.036770665958064205,0.047380003136585476,3.9688612950735154,3.9511240108495707
2011-03-07,2011-06-01,3.9795,3.9595,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,3.9911,4.024,-0.019300000000000317,-0.004838132847121646,3.9788799999999993,3.9758700000000005,3.9463300000000006,3.9344699999999997,0.011949125491041154,0.012267196093632091,0.033679342333239236,0.045851216995851166,3.9707956050601485,3.9538264860067542
2011-03-08,2011-06-02,3.9756,3.974,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,3.9911,-0.0038999999999997925,-0.0009805031520533358,3.98176,3.9771100000000006,3.9514000000000005,3.933663333333333,0.008609436683118189,0.011528265264106859,0.02985453064443491,0.04467979769675393,3.9716691314128485,3.955900154006111
2011-03-09,2011-06-03,3.9758,3.9598,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,3.9877,0.00019999999999997797,5.030560657037775e-05,3.9814,3.97894,3.9552249999999995,3.9334083333333334,0.008811129326063982,0.009553449638722006,0.027761661963929526,0.04439400969976535,3.9724201984286944,3.9577953774341004
2011-03-10,2011-06-06,3.9915,3.9621,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,3.9896,0.015699999999999825,0.003941114385432654,3.98424,3.9789299999999996,3.95856,3.933471666666667,0.00930647086712226,0.009540235846120224,0.02791231627793507,0.04447405645118128,3.9758892532598407,3.9610053414879953
2011-03-11,2011-06-07,4.0316,3.9476,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,3.9837,0.04010000000000025,0.009996219394869277,3.9908,3.98452,3.9632899999999998,3.934171666666667,0.0212078287431913,0.018334055743330514,0.031626332382991576,0.045666523448687484,3.9860184799398692,3.9677286422986624
2011-03-14,2011-06-08,4.0211,3.949,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,3.9998,-0.010500000000000398,-0.0026078224572243514,3.99912,3.989,3.96766,3.9347950000000003,0.023208395032841958,0.021050415672843836,0.03323325743888856,0.04658434080604731,3.99239693813262,3.972811628746409
2011-03-15,2011-06-09,4.0618,3.955,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,3.9944,0.04070000000000018,0.010070728075510793,4.016360000000001,3.99906,3.97376,3.9358283333333333,0.030274253087405313,0.028188941093971877,0.03836075338154105,0.04865638050543334,4.0050156766539615,3.9812867117229414
2011-03-16,2011-06-10,4.0557,3.9413,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,3.9909,-0.006099999999999994,-0.001502926060539922,4.03234,4.00687,3.98093,3.93685,0.02533129290028648,0.03175493819863838,0.03958509946936321,0.050484741919388725,4.014231008171422,3.9883736915588517
2011-03-17,2011-06-13,4.08,3.9324,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,3.9735,0.02430000000000021,0.005973689359737966,4.05004,4.01714,3.9895900000000006,3.938335,0.021191941864773006,0.03674594399385117,0.041327531985340435,0.05328551343158174,4.026189006685709,3.997100006648485
2011-03-18,2011-06-14,4.0615,3.9335,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,3.964,-0.018500000000000405,-0.00454462490719898,4.05602,4.02341,3.9971399999999995,3.939801666666667,0.01927686696535134,0.03839396957855725,0.03995939689233684,0.05540227580063378,4.032609187288307,4.003233339348629
2011-03-21,2011-06-15,4.0477,3.9433,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,3.9763,-0.013799999999999812,-0.003403544941975367,4.0613399999999995,4.0302299999999995,4.00305,3.941196666666667,0.010642292985996506,0.03596909923808358,0.0382214926448363,0.05702403869325185,4.035352971417706,4.007468259410665
2011-03-22,2011-06-16,4.0345,3.9678,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,3.984,-0.013199999999999434,-0.003266440260471626,4.05588,4.0361199999999995,4.006615,3.9421666666666666,0.015082493162599261,0.031023597470297495,0.03765935839866717,0.05809780164133706,4.035197885705395,4.010042710895363
2011-03-23,2011-06-17,4.0353,3.9788,4.0353,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,3.9913,0.0007999999999999119,0.00019827009408412977,4.0518,4.04207,4.010505,3.9430216666666666,0.017191160519287332,0.02373348057068309,0.03638162276478678,0.059076391482182994,4.035216451940778,4.012448167000567
2011-03-24,2011-06-20,4.027,3.993,4.027,4.0353,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,3.9704,-0.008300000000000196,-0.0020589665311914196,4.041200000000001,4.0456199999999995,4.012275000000001,3.9436166666666668,0.012129962901840728,0.017822839279950854,0.036279799820275245,0.05973574074390312,4.03372255158791,4.0138340558576555
2011-03-25,2011-06-21,4.024,3.9848,4.024,4.027,4.0353,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,3.9603,-0.0030000000000001137,-0.0007452490718788951,4.0337000000000005,4.04486,4.01469,3.94451,0.008224110894201529,0.018551614484970502,0.035360697108502134,0.060525170246219985,4.0319548149355615,4.01480224101407
2011-03-28,2011-06-22,3.998,3.9846,3.998,4.024,4.027,4.0353,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,3.9622,-0.0259999999999998,-0.0064821967192298935,4.02376,4.04255,4.015775,3.9451383333333334,0.013584196700587282,0.0224044303654207,0.034488257059457586,0.060880476048479334,4.0257812122200045,4.013202027584159
2011-03-29,2011-06-24,3.993,3.9905,3.993,3.998,4.024,4.027,4.0353,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,3.9433,-0.0050000000000003375,-0.0012514079971239767,4.01546,4.03567,4.017365,3.945651666666666,0.016787090277959108,0.025750497082562385,0.03261786741954807,0.061151419966256414,4.019820991816367,4.011278024957096
2011-03-30,2011-06-27,3.9878,4.0012,3.9878,3.993,3.998,4.024,4.027,4.0353,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,3.9095,-0.005199999999999871,-0.001303127690422512,4.00596,4.02888,4.017875,3.9463933333333334,0.016304796840208167,0.0283904490982289,0.03206722431080077,0.06138779972890482,4.0139989933043,4.009042022580229
2011-03-31,2011-06-28,4.0119,4.0067,4.0119,3.9878,3.993,3.998,4.024,4.027,4.0353,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,3.873,0.024099999999999788,0.006025244174061584,4.00294,4.022069999999999,4.019605,3.9481000000000006,0.013238066324070782,0.02295970600855336,0.03073731404985151,0.061760688683556865,4.013617358158063,4.009314210905922
2011-04-01,2011-06-29,4.0312,4.0095,4.0312,4.0119,3.9878,3.993,3.998,4.024,4.027,4.0353,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,3.9082,0.019300000000000317,0.0047991538195280015,4.00438,4.01904,4.021224999999999,3.9507366666666663,0.015626695108066947,0.019256957184333123,0.0304505808647255,0.061875067586948454,4.016814202129324,4.011398571772024
2011-04-04,2011-06-30,4.0325,3.9866,4.0325,4.0312,4.0119,3.9878,3.993,3.998,4.024,4.027,4.0353,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,3.8858,0.0012999999999996348,0.00032243263297537794,4.01128,4.01752,4.023874999999999,3.952808333333333,0.018616917038017003,0.017449859598267736,0.028974521134941412,0.062493973820596724,4.0196661653785375,4.01340823160326
2011-04-05,2011-07-01,4.0253,3.9626,4.0253,4.0325,4.0312,4.0119,3.9878,3.993,3.998,4.024,4.027,4.0353,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,3.8403,-0.007200000000000095,-0.0017870887627420284,4.01774,4.0166,4.0263599999999995,3.955133333333334,0.016653480116790503,0.016759236259426165,0.02677546264771437,0.06255269689541305,4.020690498946076,4.014540780974378
2011-04-06,2011-07-04,3.9989,3.9463,3.9989,4.0253,4.0325,4.0312,4.0119,3.9878,3.993,3.998,4.024,4.027,4.0353,4.0345,4.0477,4.0615,4.08,4.0557,4.0618,4.0211,4.0316,3.9915,3.9758,3.9756,3.9795,3.9988,3.9773,3.9776,3.9612,3.9763,3.9757,3.9916,3.9575,3.9632,3.9295,3.9105,3.9068,3.9123,3.9398,3.9337,3.937,3.9248,3.8993,3.8742,3.8684,3.9075,3.9173,3.9019,3.9129,3.9345,3.9111,3.9009,3.8777,3.8777,3.8765,3.8936,3.8929,3.886,3.8656,3.8692,3.8833,3.8613,-0.026399999999999757,-0.006580118954027769,4.01996,4.0129600000000005,4.027515,3.9577766666666667,0.012810870384182042,0.01624753519766323,0.025009563670706825,0.06097540314659186,4.016728590046789,4.0130511827863415
