date,target_date,y_t,target,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,lag_31,lag_32,lag_33,lag_34,lag_35,lag_36,lag_37,lag_38,lag_39,lag_40,lag_41,lag_42,lag_43,lag_44,lag_45,lag_46,lag_47,lag_48,lag_49,lag_50,lag_51,lag_52,lag_53,lag_54,lag_55,lag_56,lag_57,lag_58,lag_59,delta_1,logret_1,sma_5,sma_10,sma_20,sma_60,std_5,std_10,std_20,std_60,ema_10,ema_20
2019-08-30,2019-11-26,4.3844,4.2999,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,4.2622,4.2673,4.2631,4.2599,4.2554,4.261,4.265,4.2675,4.264,4.2762,4.2783,-9.999999999976694e-05,-2.280787784192384e-05,4.37898,4.368689999999999,4.34733,4.29042,0.007308460850154219,0.012367736251607099,0.025120073646302792,0.043978327238156104,4.368119477258026,4.348092480207347
2019-09-02,2019-11-27,4.3691,4.3107,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,4.2622,4.2673,4.2631,4.2599,4.2554,4.261,4.265,4.2675,4.264,4.2762,-0.01529999999999987,-0.0034957481192257056,4.37842,4.37041,4.35036,4.291933333333334,0.007911864508334344,0.011037612966090894,0.023877717646282395,0.045083595193320294,4.368297754120203,4.350093196378076
2019-09-03,2019-11-28,4.3667,4.323,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,4.2622,4.2673,4.2631,4.2599,4.2554,4.261,4.265,4.2675,4.264,-0.002400000000000624,-0.0005494631425588814,4.37808,4.370520000000001,4.352785,4.293441666666666,0.008359043007321161,0.010994525910161456,0.022932537473980285,0.04603582768404533,4.368007253371075,4.351674796723021
2019-09-04,2019-11-29,4.3385,4.3236,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,4.2622,4.2673,4.2631,4.2599,4.2554,4.261,4.265,4.2675,-0.028200000000000003,-0.006478908846239362,4.368640000000001,4.36924,4.354229999999999,4.294683333333334,0.016806617744160465,0.013595160903398242,0.020994501661041224,0.04622928064428863,4.362642298212697,4.350420054177971
2019-09-05,2019-12-02,4.3409,4.3008,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,4.2622,4.2673,4.2631,4.2599,4.2554,4.261,4.265,0.002400000000000624,0.0005530336339307773,4.35992,4.3667300000000004,4.3553049999999995,4.295906666666666,0.017607316660933917,0.016055967737555736,0.01969369124860616,0.04646432992689143,4.358689153083116,4.349513382351498
2019-09-06,2019-12-03,4.3392,4.29,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,4.2622,4.2673,4.2631,4.2599,4.2554,4.261,-0.001700000000000479,-0.0003917005614533231,4.35088,4.36493,4.356165,4.2971433333333335,0.013939354360890277,0.017923785872117896,0.018563654677767487,0.04661247460592821,4.355145670704367,4.348531155460879
2019-09-09,2019-12-04,4.3373,4.2792,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,4.2622,4.2673,4.2631,4.2599,4.2554,-0.0019000000000000128,-0.00043796462406975323,4.34452,4.36147,4.356905,4.298415,0.011151035826259122,0.019513433833893336,0.017469673007683196,0.0466498582527253,4.351901003303572,4.347461521607462
2019-09-10,2019-12-05,4.335,4.2777,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,4.2622,4.2673,4.2631,4.2599,-0.0022999999999999687,-0.0005304244673098868,4.3381799999999995,4.35813,4.3573450000000005,4.299741666666667,0.0019711925320894173,0.020853826986669096,0.016788313643584345,0.046539432354597954,4.348828093612013,4.346274710025799
2019-09-11,2019-12-06,4.3357,4.2721,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,4.2622,4.2673,4.2631,0.000700000000000145,0.00016146331934474567,4.33762,4.35313,4.357495,4.301005,0.0021866869914483602,0.0196005637671528,0.016579549903280092,0.04646952558755677,4.346441167500738,4.3452675947852475
2019-09-12,2019-12-09,4.34,4.283,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,4.2622,4.2673,0.0042999999999997485,0.000991274560463662,4.33744,4.34868,4.35718,4.302286666666666,0.0019314243445111255,0.0168288918230074,0.016846946310692796,0.046466882352432085,4.345270046136967,4.344765919091414
2019-09-13,2019-12-10,4.3396,4.288,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,4.2622,-0.00039999999999995595,-9.217014615492403e-05,4.33752,4.3442,4.356445,4.303491666666667,0.0020093780128611492,0.011991413594349293,0.017271869470193085,0.04648142385822586,4.344239128657518,4.344273926796994
2019-09-16,2019-12-11,4.3262,4.2851,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,4.2538,-0.013399999999999856,-0.0030926194188944933,4.3353,4.33991,4.35516,4.3045583333333335,0.004972725610626681,0.009787180390234584,0.018476238794609353,0.04625540794207748,4.3409592870834235,4.342552600435376
2019-09-17,2019-12-12,4.341,4.2846,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,4.2554,0.014800000000000146,0.0034151777701925123,4.336499999999999,4.337339999999999,4.35393,4.306011666666667,0.005456005864969012,0.004187170881531202,0.018558935852991863,0.04600699617689985,4.340966689431892,4.3424047337272444
2019-09-18,2019-12-13,4.3419,4.2747,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,4.2642,0.0008999999999996788,0.0002073040120749159,4.33774,4.337680000000001,4.35346,4.307453333333333,0.005825324025199757,0.004400181813416682,0.018737753333723926,0.04575302345806835,4.341136382262457,4.342356663848459
2019-09-19,2019-12-16,4.3425,4.2659,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,4.2561,0.000600000000000378,0.00013817880359145995,4.338240000000001,4.33784,4.352285,4.308758333333333,0.006098721177309761,0.004541189270567076,0.018651173555450082,0.04561717254011366,4.341384312760192,4.342370314910511
2019-09-20,2019-12-17,4.3438,4.2605,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,4.252,0.0012999999999996348,0.0002993219229603383,4.33908,4.338299999999999,4.351615000000001,4.31022,0.006503968019490877,0.004876269064672931,0.018703188899103346,0.04531048738057837,4.341823528621974,4.342506475395224
2019-09-23,2019-12-18,4.3891,4.2644,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,4.2406,0.04530000000000012,0.010374653623767438,4.35166,4.3434800000000005,4.352475,4.312505,0.01874210233667701,0.015965888637679344,0.019968772495962617,0.04577146645744988,4.350419250690706,4.346943953929012
2019-09-24,2019-12-19,4.3796,4.2632,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,4.2457,-0.009500000000000064,-0.0021667986627180724,4.35938,4.3479399999999995,4.353035,4.314821666666666,0.020617216106895212,0.01892861326115867,0.020555930409385383,0.04559075597699883,4.355724841474213,4.35005405355482
2019-09-25,2019-12-20,4.3844,4.2604,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,4.2442,0.0048000000000003595,0.0010953903422985523,4.3678799999999995,4.35281,4.35297,4.3171333333333335,0.02041836428312429,0.021272679661721573,0.02045434183726033,0.04554370306516035,4.36093850666072,4.353325096073409
2019-09-26,2019-12-23,4.3861,4.2554,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,4.2427,0.0016999999999995907,0.0003876631939547792,4.3766,4.357419999999999,4.35305,4.319498333333333,0.016686401649196794,0.022927878226952057,0.020580245382295477,0.04537900943410655,4.365513323631498,4.356446515494989
2019-09-27,2019-12-24,4.3866,4.2624,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,4.2445,0.0004999999999997229,0.00011398999180212144,4.38516,4.36212,4.35316,4.3218966666666665,0.0031613920981545755,0.02360062711009296,0.020752672116994667,0.045058258461174054,4.369347264789407,4.359318275924037
2019-09-30,2019-12-27,4.3736,4.2624,4.3736,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,4.2519,-0.0129999999999999,-0.0029679709465357806,4.38206,4.366860000000001,4.353384999999999,4.324048333333334,0.004899632639116149,0.020461583516174154,0.020947751072501283,0.044388438778814224,4.370120489373151,4.360678440121748
2019-10-01,2019-12-30,4.3734,4.2588,4.3734,4.3736,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,4.2637,-0.00019999999999953388,-4.572996456708722e-05,4.38082,4.3701,4.35372,4.3260733333333325,0.006021428401824452,0.0185898359322823,0.021209941065346384,0.04381859904447483,4.3707167640325775,4.36189001725301
2019-10-02,2019-12-31,4.3788,4.2585,4.3788,4.3734,4.3736,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,4.2729,0.005399999999999849,0.0012339756141799274,4.379700000000001,4.37379,4.355735,4.327991666666667,0.005766801539701534,0.016124853487363654,0.02157937151530124,0.04356471160492594,4.372186443299381,4.363500491800343
2019-10-03,2020-01-02,4.3475,4.2571,4.3475,4.3788,4.3734,4.3736,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,4.2682,-0.031299999999999883,-0.007173747001964159,4.37198,4.37429,4.356064999999999,4.329235,0.013146619337242364,0.015197726803338547,0.021399702684742686,0.04303598813781431,4.367697999063131,4.361976635438405
2019-10-04,2020-01-03,4.3311,4.2569,4.3311,4.3475,4.3788,4.3734,4.3736,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,4.2669,-0.01639999999999997,-0.003779415924559437,4.36088,4.37302,4.35566,4.330283333333333,0.018469152660542613,0.01797029771564721,0.021788171102582157,0.04229618645796497,4.361043817415289,4.35903600349189
2019-10-07,2020-01-07,4.3304,4.2347,4.3304,4.3311,4.3475,4.3788,4.3734,4.3736,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,4.2673,-0.000700000000000145,-0.00016163482111064553,4.35224,4.36715,4.355315,4.331341666666666,0.020491617798468077,0.02107758287824708,0.022128133111390294,0.041483612393573295,4.355472214248873,4.356308765064091
2019-10-08,2020-01-08,4.331,4.2465,4.331,4.3304,4.3311,4.3475,4.3788,4.3734,4.3736,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,4.2582,0.000600000000000378,0.00013854573185878571,4.3437600000000005,4.36229,4.355115,4.332403333333334,0.018672825174529853,0.023147935112871065,0.02232801547373641,0.040637535877808634,4.351022720749078,4.353898406486558
2019-10-09,2020-01-09,4.3257,4.2459,4.3257,4.331,4.3304,4.3311,4.3475,4.3788,4.3734,4.3736,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,4.2644,-0.005300000000000082,-0.0012244852339158285,4.33314,4.35642,4.354615,4.333528333333334,0.00745401905005907,0.024215028391271213,0.022862748631680946,0.039485740428921175,4.346418589703791,4.351212843964029
2019-10-10,2020-01-10,4.3217,4.2467,4.3217,4.3257,4.331,4.3304,4.3311,4.3475,4.3788,4.3734,4.3736,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,4.2635,-0.004000000000000448,-0.0009251336321416392,4.32798,4.34998,4.3537,4.334483333333334,0.003724191187182775,0.024028141833909913,0.023777258041991715,0.03848243827453551,4.341924300666737,4.348402096919836
2019-10-11,2020-01-13,4.3097,4.2353,4.3097,4.3217,4.3257,4.331,4.3304,4.3311,4.3475,4.3788,4.3734,4.3736,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,4.2592,-0.011999999999999567,-0.0027805472418012123,4.3237000000000005,4.34229,4.352205,4.335253333333333,0.007774059428556502,0.023374364162282345,0.025494753872032337,0.03750419739469265,4.336065336909149,4.3447161829274705
2019-10-14,2020-01-14,4.2969,4.2323,4.2969,4.3097,4.3217,4.3257,4.331,4.3304,4.3311,4.3475,4.3788,4.3734,4.3736,4.3866,4.3861,4.3844,4.3796,4.3891,4.3438,4.3425,4.3419,4.341,4.3262,4.3396,4.34,4.3357,4.335,4.3373,4.3392,4.3409,4.3385,4.3667,4.3691,4.3844,4.3845,4.3857,4.3684,4.3719,4.3572,4.366,4.3513,4.3656,4.3519,4.3543,4.3463,4.3327,4.3262,4.3225,4.322,4.3194,4.3096,4.3182,4.3085,4.2931,4.2911,4.2906,4.2773,4.2645,4.2514,4.2581,4.2492,4.248,-0.012800000000000367,-0.0029744636528390433,4.317,4.334619999999999,4.35074,4.335881666666666,0.012256263704685598,0.024403393206508882,0.027693959630135205,0.036527859192950866,4.32894436656203,4.340162260743902
