H,model,mean_err,mae,rmse,p50_abs,p90_abs,p95_abs,p99_abs,max_abs,max_abs_date
60,EMA(K=60),0.019637418571970336,0.0449565043629196,0.06192343404581776,0.03146071582079113,0.1176656914922537,0.14459144592911494,0.1661655841852598,0.18171953395665064,2024-11-27
